Erreur	Correction	Fréquence	
tgb	tib	1 
clafliques	classiques	1 
dusecond	seconde	1 
tchun-tfiou	chun-tfiou	1 
lild	lid	1 
c’eft	c’est	1 
repréfente	repréfente	1 
fur	fur	5 
diverfes	diverses	1 
fur	fur	5 
fur	fur	5 
fur	fur	5 
fur	fur	5 
ainfi	ainsi	1 
fignifîent	finiîent	1 
vifdeîau	videîau	1 
iij	ii	1 
efl	el	1 
l’hiftoire	l’histoire	1 
efl	el	1 
règnes	règnes	1 
lefquelles	lesquelles	1 
gouvernoient	gouvernoient	1 
tchun-tfiou	chun-tfiou	1 
c’eft-à-dire	c’est-à-dire	1 
efl	el	1 
eft	eft	1 
eft	eft	1 
repréfenté	représenté	1 
facesy	faces	1 
fa	fa	1 
avoit	avoit	1 
fujets	sujets	1 
l’enfeignoit	l’enseignait	1 
iij	ii	1 
fentences	sentences	1 
circonftances	circonstances	1 
foiblefse	faiblesse	1 
étoit	étoit	1 
exprimoieut	exprimoieut	1 
étoitle	étoile	1 
hiftorique	historique	1 
loates	coates	1 
infirmerions	infirmerions	1 
l’occafion	l’occasion	1 
vïj	vïj	1 
eût	eût	1 
nécefsairement	nécessairement	1 
devoit	devait	1 
fentir	sentir	1 
connoître	connoître	1 
néceflîté	néreflîté	1 
fuivre	suivre	1 
renfermoient	renfermoient	1 
c’efl	c’el	1 
lorfque	lorsque	1 
néceflîté	néreflîté	1 
profirent	profitent	1 
s’introduifent	s’introduisent	1 
fe	fe	2 
fe	fe	2 
refpect	respect	1 
adminiftrateurs	administrateurs	1 
plufieurs	plusieurs	1 
fieclcs	fields	1 
refpecl	respect	1 
fe	fe	1 
foldats	soldats	1 
fages	fages	1 
puifsance	puissance	1 
pafse	passe	1 
oppofer	opposer	1 
pallions	allions	1 
pouvoit	pouvoir	1 
l’impoflîbilité	l’implîbilité	1 
inftruire	instruire	1 
caufe	cause	1 
caufe	cause	1 
défolbient	défilaient	1 
efprits	esprits	1 
fagacké	baracké	1 
xiij	xiii	1 
fimplicité	simplicité	1 
doué	doué	1 
afsez	assez	1 
fagacité	fagacité	1 
fouvenir	souvenir	1 
fubfîitoit	fbfîtoit	1 
rétablifsement	rétablissement	1 
0"uvernement	0"gouvernement	1 
s’emprefsa	s’empressa	1 
pofsédoit	possédoit	1 
rendoit	rendit	1 
etdonnoit	entonnoir	1 
fuccès	succès	1 
jufqu’à	jusqu’à	1 
fubiïltcr	subiïlcr	1 
beftiaux	bestiaux	1 
remplifsoit	remplissait	1 
lorfqu’il	lorsqu’il	1 
fortit	sortit	1 
claffiques	classiques	1 
difciples	disciples	1 
préfidence	présidence	1 
juftice	justice	1 
défintérefsement	déintéressement	1 
univerfellement	universellement	1 
miniftre	ministre	1 
pofseiïion	posteïion	1 
chao-tching-mao	chao-thing-mao	1 
caufoit	autorit	1 
défordre	déordre	1 
furprit	surprit	1 
difciples	disciples	1 
étoit	étoit	1 
cona	cons	1 
artificieufe	artificielle	1 
menfonges	mensonges	1 
faufseté	fausseté	1 
heureufe	heureuse	1 
plailance	plaisance	1 
courtifan	courtisan	1 
fubitement	subitement	1 
réfolut	résolut	1 
hift	hit	1 
svïj	svïj	1 
préfent	présent	1 
reçut	reçut	1 
préfent	présent	1 
fon	fon	1 
fortit	sortit	1 
fe	fe	1 
princefse	princesse	1 
époufe	épouse	1 
où	où	1 
attendoit	attendait	1 
fpectacle"	spectacle"	1 
ah	ah	1 
confu«	connu«	1 
n’avois	n’avoir	1 
jufqu’ici	jusqu’ici	1 
venta«	vente«	1 
blement	lement	1 
fe	fe	1 
plût	plût	1 
cornb	corne	1 
iij	ii	1 
pagnie	pagne	1 
plaifir	plaisir	1 
fe	fe	1 
afsez	assez	1 
difpofition	disposition	1 
doetrine	doctrine	1 
pafsa	passa	1 
priacipautéde	principautéde	1 
difciples	disciples	1 
inftruifoït	intrusionït	1 
préfident	président	1 
fabre	fabre	1 
portoit	portait	1 
paroître	paroître	1 
avoit	avoit	1 
difciples	disciples	1 
fe	fe	1 
afsez	assez	1 
tien	tien	1 
miniftres	ministres	1 
confidéroit	considérait	1 
ainfi	ainsi	1 
pafsé	pasé	1 
eft	eft	1 
eft	eft	1 
miniftres	ministres	1 
l’appellcr	l’appeller	1 
fentit	entit	1 
confacra	consacra	1 
expliqua	expliqua	1 
difciples	disciples	1 
eompofa	composa	1 
penfeigner	enseigner	1 
hilt	hill	1 
genér	genér	1 
xsj	xj	1 
perfuader	persuader	1 
propofoit	proposait	1 
d’amufer	d’amuser	1 
courtifans	courtisans	1 
fuperficiels	superficiels	1 
cmpire	empire	1 
avoit	avoit	1 
falloit	fallait	1 
l’expoiîtion	l’exposîtion	1 
fimplicité	simplicité	1 
acceffible	accessible	1 
vouloit	voulait	1 
pafsager	passager	1 
étoit	étoit	1 
avoit	avoit	1 
empe-	emp-	1 
xxij	xxie	1 
b	b	1 
efptits	petits	1 
impreffion	impression	1 
étoit	étoit	1 
l’cfprit	l’esprit	1 
favoit	favoit	1 
donnoit	donnoit	1 
connoifsance	connaissance	1 
folide	solide	1 
fur-tout	fur-tout	1 
faifant	faisant	1 
fentir	sentir	1 
nécerfité	nécessité	1 
préfentant	présentant	1 
fa	fa	1 
fes	fes	1 
perfuader	persuader	1 
ftyle	style	1 
facrifîcr	actifsîcr	1 
fes	fes	4 
fes	fes	4 
précifion	précision	1 
fans	fans	1 
fes	fes	4 
fes	fes	4 
nécefsaire	nécessaire	1 
pourroit	pourrait	1 
fouvenir	souvenir	1 
fes	fes	1 
difciples	disciples	1 
précicifion	préincision	1 
y’obfcrve-	y’observe-	1 
dirfufion	diffusion	1 
confufion	confusion	1 
préfenter	présenter	1 
fes	fes	1 
fubtilité	subtilité	1 
expreflions	expressions	1 
fophe	forme	1 
amufer	amuser	1 
applaudifsements	applaudissements	1 
fes	fes	1 
foixante	soixante	1 
doftrine	doctrine	1 
difciples	disciples	1 
apprisl’art	appris’art	1 
l’enfeigner	l’enseigner	1 
infpiré	inspiré	1 
couragede	courage	1 
cnfcignement	confinement	1 
zèle	zèle	1 
doctrinede	doctrine	1 
miniftres	ministres	1 
d’inftmétion	d’intétion	1 
néceflité	nécessité	1 
chao-hoangti	chao-hongrie	2 
dynaftie	dynastie	1 
illupcres	illustres	1 
chao-hoangti	chao-hongrie	2 
eût	eût	1 
s’étoit	s’étoit	1 
fuccefseurs	successeurs	1 
fes	fes	1 
rétablifsent	rétablissent	1 
inftituteurs	instituteurs	1 
doéleurs	doéleurs	1 
fujets	sujets	1 
conftruire	construire	1 
falle	falle	1 
foixante	soixante	1 
fes	fes	1 
difciples	disciples	1 
auffitôt	suffitôt	1 
aujour«	aujourd«	1 
ainfi	ainsi	1 
efprit	esprit	1 
invocc	incarc	1 
quentfe	quente	1 
fiege	fige	1 
l’ef(ij	l’ef(ij	1 
hift	hit	1 
p	p	1 
fon	fon	2 
eft	eft	1 
foieries	foieries	1 
fon	fon	2 
ainfi	ainsi	1 
imce	ice	1 
eft	eft	1 
falles	filles	1 
confacrées	consacrées	1 
fon	fon	1 
afsurent	assurent	1 
hift	hit	1 
delà	delà	1 
défordres	déordres	1 
pourfa	pourra	1 
facrés	sacrés	1 
efprit	esprit	1 
repofe	repose	1 
fes	fes	1 
eft	eft	1 
où	où	1 
dynaftic	dynastie	2 
fuccefseur	successeur	1 
dynaftic	dynastie	2 
elt	elt	1 
xxxj	xxx	1 
philofophe	philosophe	1 
reconuoître	reconnaître	1 
fon	fon	1 
difciple	disciple	1 
fa	fa	1 
eft	eft	1 
expofée	exposée	1 
fes	fes	1 
difciples	disciples	1 
tufie	tudie	1 
piétéfilialesel’école	piétéfamiliales’école	1 
enfeigne	enseigne	1 
perfonne	personne	1 
fubi	subi	1 
plulîeurs	plusîeurs	1 
not’lprocem	not’proche	1 
fyftême	fftême	1 
fophie	sophie	1 
exifte	existe	1 
feroient	feraient	1 
s’étoient	s’étoient	1 
n’eft	n’est	1 
connoître	connoître	1 
fyftême	fftême	1 
connoît	connoît	1 
fyfrême	ffrême	1 
imprilné	imprimé	1 
amftcrdam	amsterdam	1 
ainfî	infî	1 
peufé	peuté	1 
françoife	françoise	1 
seroit	serait	1 
perfonnes	personnes	1 
n’eftpas	n’etats	1 
eft	eft	1 
xxxv	xxx	1 
-chiuoife	-chinoise	1 
eft	eft	2 
corifucius	confucius	1 
difciple	disciple	2 
tfem-tfée	them-tfée	1 
difciple	disciple	2 
eft	eft	2 
connoître	connoître	1 
fes	fes	1 
fur	fur	1 
ainfî	infî	1 
fe	fe	1 
rétablifsement	rétablissement	2 
fon	fon	1 
c’eft-àdire	c’est-àdire	1 
rétablifsement	rétablissement	2 
raifon	raison	2 
raifon	raison	2 
conduifent	conduisent	1 
fes	fes	1 
femblables	semblables	1 
eft	eft	1 
philofophe	philosophe	1 
auflî-bien	aflî-bien	1 
jufte	juste	1 
tsée-sée	tsée-sée	1 
eft	eft	1 
fuivre	suivre	1 
n’eft	n’est	1 
raifon	raison	1 
jufqu’à	jusqu’à	1 
redefeend	redescend	1 
fes	fes	1 
conferve	conserve	1 
jufte	juste	1 
feiences	sciences	1 
etc	etc	1 
eft	eft	1 
philofophe	philosophe	1 
c’eft	c’est	2 
ainfi	ainsi	2 
penfent	pensent	1 
favants	savants	1 
c’eft	c’est	2 
ainfi	ainsi	2 
intorceta	intercept	1 
traduqion	tradition	1 
jufie	julie	1 
fcience	science	1 
raifonnable	raisonnable	1 
veller	veiller	1 
cefse	cesse	1 
lorfqu’on	lorsqu’on	1 
eft	eft	1 
aij	ais	1 
pallions	allions	1 
raifonnable	raisonnable	1 
faifant	faisant	1 
c’eft	c’est	1 
ainfi	ainsi	1 
rétablifsant	rétablissant	1 
furface	surface	1 
lorfque	lorsque	1 
afsez	assez	1 
lagrande	lagrange	1 
fe	fe	1 
parfes	parues	1 
inftructions	instructions	1 
fes	fes	1 
rétablifsement	rétablissement	1 
raifonnable	raisonnable	1 
obftacles	obstacles	1 
déracinant	dérangeant	1 
vicieufes	vicieufes	1 
c’eft	c’est	1 
à-peuprès	à-peuplès	1 
ainfl	infl	1 
n’étoit	n’étoit	1 
fali	mali	1 
lorfqu’on	lorsqu’on	1 
iij	ii	1 
raifonnable	raisonnable	1 
cefser	cesser	1 
entreprife	entreprise	1 
c’eft	c’est	1 
ainfî	infî	1 
cefse	cesse	1 
lorfqu’il	lorsqu’il	1 
eft	eft	1 
maifon	maison	1 
deftination	destination	1 
connoît	connoît	1 
foutenu	soutenu	1 
connoifsance	connaissance	1 
lorfque	lorsque	1 
fes	fes	1 
fens	fens	1 
fon	fon	1 
diftinguer	distinguer	1 
conféquent	conféquent	1 
fe	fe	1 
prefque	presque	1 
chofes	choses	1 
accefsoire	accessoire	1 
d’entreprife	d’entreprise	1 
fuivre	suivre	1 
s’expofer	s’exposer	1 
méprife	méprise	1 
voudroit	voudrait	1 
fur	fur	1 
auroit	aurait	1 
leurame	lecture	1 
fa	fa	2 
fa	fa	2 
enfuite	ensuite	1 
entreprife	entreprise	1 
eft	eft	2 
connoifsance	connaissance	1 
eft	eft	2 
eft	eft	1 
connoît	connoît	1 
fuivirent	suivirent	1 
compofent	composent	1 
raifonnable	raisonnable	1 
régnerla	régnera	1 
maifon	maison	2 
maifon	maison	2 
falloit	fallait	3 
falloit	fallait	3 
pouvoient	pouvaient	1 
affermifsant	affermifsant	1 
falloit	fallait	3 
l’ame	l’ame	1 
raifonnement	raisonnement	1 
pxquît	piquît	1 
connoifsance	connaissance	1 
feul	seul	1 
étoit	étoit	1 
chofes	choses	1 
c’eft-à-dire	c’est-à-dire	1 
philofophie	philosophie	1 
ainfi	ainsi	1 
philofophie	philosophie	1 
bafe	base	1 
fur	fur	1 
portoit	portait	1 
fublime	sublime	1 
philofophie	philosophie	1 
connoifsance	connaissance	2 
connoît	connoît	1 
connoifsance	connaissance	2 
ccrnement	rendement	1 
déshonnêtc	déhonnêtc	1 
connoifsance	connaissance	3 
déshonnête	déhonnête	1 
connoifsance	connaissance	3 
connoifsance	connaissance	3 
naifsent	naissent	1 
philofophie	philosophie	1 
favoir	avoir	1 
nécefsaîrement	nécessaîrement	1 
connoît	connoît	2 
hait	hait	1 
nécefsairement	nécessairement	1 
connoît	connoît	2 
eft	eft	1 
affermie	affermie	1 
connoifsance	connaissance	1 
fon	fon	2 
fon	fon	2 
fes	fes	1 
maifon	maison	1 
maifon	maison	1 
fon	fon	2 
établifsant	établissant	1 
ton	ton	1 
fon	fon	2 
caufer	causer	1 
efpece	efpece	1 
fublime	sublime	1 
l’établiffement	l’établissement	1 
c’eft	c’est	1 
vifiblement	visiblement	1 
fe	fe	1 
philofophie	philosophie	1 
connoifsances	connaissances	1 
l’efprit	l’esprit	1 
naifsent	naissent	1 
difeipline	discipline	2 
produifent	produisent	1 
maifon	maison	2 
difeipline	discipline	2 
maifon	maison	2 
ainfi	ainsi	1 
depuisl’empereurjufqu’au	depuis’empereurjufqu’au	1 
fes	fes	3 
fujets	sujets	1 
fes	fes	3 
fes	fes	3 
mauvaifes	mauvaises	1 
maifon	maison	1 
c’eft	c’est	1 
fortir	sortir	1 
defséché	deséché	1 
lorfqu’après	lorsqu’après	1 
fon	fon	1 
efprit	esprit	1 
fes	fes	1 
entreprife	entreprise	1 
fuivre	suivre	1 
zèle	zèle	1 
fe	fe	1 
indiftinétement	finitionétement	1 
embrafse	embrasse	1 
compofent	composent	1 
maifon	maison	1 
nfanguins	sanguins	1 
voifins	voisins	1 
maifon	maison	2 
pourroit-il	pourrait-il	1 
zèle	zèle	1 
nécefsaires	nécessaires	1 
blir	blair	1 
maifon	maison	2 
oila	voila	1 
eft	eft	1 
iij	ii	1 
is	is	1 
fcience	science	1 
fon	fon	1 
tfun-tfée	fun-tfée	1 
s’eft	s’est	1 
feul	seul	1 
ily’ajointun	ily’adjoint	1 
tranfmis	transmis	1 
clafiîques	claviîques	1 
tfun-tfée	fun-tfée	1 
fcience	science	1 
lerenouvellement	renouvellement	1 
des’éleveràlaperfection	des’éleveràperfection	1 
néceffité	nécessité	2 
diftinguerl’accefsoire	distinguer’accessoire	1 
néceffité	nécessité	2 
connoître	connoître	2 
chofes	choses	1 
connoître	connoître	2 
lanéceflîté	lanéreflîté	1 
néceffaire	nécessaire	1 
fes	fes	2 
lanécerfité	lanéseraité	1 
fes	fes	2 
maifon	maison	2 
nécefïïté	néceïïté	1 
maifon	maison	2 
difciple	disciple	1 
éclaircifsements	éclaircissements	1 
efpece	efpece	1 
fpéculations	fpéculations	1 
foit	fait	1 
impoffible	impossible	1 
defquels	desquels	1 
plufieurs	plusieurs	1 
raifonnable	raisonnable	1 
lesfïlsdeven-ven	lesïdevient-ven	1 
illuftre	illustre	1 
fon	fon	2 
raifonnable	raisonnable	1 
fon	fon	2 
fe	fe	1 
préferver	préserver	1 
pouvoit	pouvoir	1 
l’obfcurcir	l’obscurcir	1 
regardoit	regardait	1 
dynaftie	dynastie	1 
difent	disent	1 
fes	fes	1 
enfuite	ensuite	1 
délirèrent	délibèrent	1 
(i).	(i).	1 
taiticn	tition	1 
rétablifsement	rétablissement	1 
avoit	avoit	1 
fes	fes	1 
miniftre	ministre	1 
rcpréfentations	représentations	1 
fur	fur	1 
s’expofoit	s’exploit	1 
infenfible	insensible	1 
miniftre	ministre	1 
n’eft	n’est	1 
mauvaifes	mauvaises	1 
fépulture	fépulture	1 
fon	fon	1 
tchin-tac	chin-tac	1 
inflructions	instructions	1 
raifon	raison	1 
cliun	clin	1 
n’avoit	n’avoit	1 
efprit	esprit	1 
siang	sang	1 
raifonnable	raisonnable	1 
fes	fes	1 
lorfque	lorsque	1 
fuccefseur	successeur	1 
propoferent	proposeront	1 
y-a-o	y-a-o	1 
y-a-o	y-a-o	1 
raifonnable	raisonnable	1 
fupérieur	supérieur	1 
difcrétion	discrétion	1 
fes	fes	1 
avoient	avoient	1 
mauvaife	mauvaise	1 
reufe	reuse	1 
soimême	soitême	1 
tchin-tang	chin-tang	1 
lavoit	lavoir	1 
vifage	visage	1 
portoit	portait	1 
avoit	avoit	1 
afsez	assez	1 
devoit	devait	1 
l’inltruc"tion	l’intrus"tion	1 
religieufes	religieuses	1 
foutiennent	soutiennent	1 
inftruftions	instructions	1 
miniftres	ministres	1 
n’eft	n’est	2 
dupeupie	peuplier	1 
n’eft	n’est	2 
fuivit	suivit	1 
venvam	venant	1 
efprit	esprit	1 
fes	fes	1 
renouvella	renouvelle	2 
renouvella	renouvelle	2 
c’eft	c’est	1 
clii-king	clin-king	1 
foient	soient	1 
jufqu’à	jusqu’à	1 
hev-eié	hev-eié	1 
eft	eft	1 
fe	fe	1 
foutient	soutient	1 
fon	fon	1 
imk	imp	1 
croyoient	croyaient	1 
c’étoitdans	c’étitans	1 
troifîeme	troisîeme	1 
fur	fur	1 
puifse	puisse	1 
diftrict	district	1 
eft	eft	1 
ftades	stades	1 
iij	ii	1 
efpace	espace	1 
perfonne	personne	1 
conftamment	constamment	1 
paifible«	paisible«	1 
connoiisances	connaissances	1 
clii-king	clin-king	1 
favent	savent	1 
efearpés	enfermés	1 
oifeaux	oiseaux	1 
n’eft-il	n’est-il	1 
foit	fait	1 
filoin	filion	1 
eft	eft	2 
eft	eft	2 
favoir	avoir	1 
préfentement	présentement	1 
jettez	jette	1 
venvam	venant	1 
fubli«	publi«	1 
fplen«	place«	1 
efprit	esprit	1 
tendoit	tendait	1 
blcs	blocs	1 
perfeûion	perteûion	1 
loute	toute	1 
fi	fi	1 
fuivez	suivez	1 
venvam	venant	1 
fa	fa	1 
fon	fon	2 
fouverain	souverain	2 
fon	fon	2 
tendrefse	tendresse	1 
fujet	sujet	1 
eft	eft	1 
fubordination	subordination	1 
refpeâpourle	refpeâpoule	1 
fouverain	souverain	2 
fes	fes	2 
peâ	peâ	1 
rofeaux	roseaux	1 
croifsent	croisent	1 
fes	fes	2 
cefse	cesse	1 
verducc	verdict	1 
c’eft	c’est	1 
l’attelier	l’atelier	1 
confidérez	considérez	1 
fon	fon	1 
feie	fie	1 
enfuite	ensuite	1 
polit	poli	1 
enfuite	ensuite	1 
l’émeril	l’émeryl	1 
fagacité	fagacité	1 
fes	fes	1 
pofcc	proc	1 
fédoit	fédoit	1 
venvam	venant	1 
feie	fie	1 
polit	poli	1 
enfuite	ensuite	1 
fciences	sciences	1 
fes	fes	1 
poe’te	poe’te	1 
efprit	esprit	1 
s’eft	s’est	1 
cefsé	cesé	1 
nésrliçrence	néssliçrence	1 
diftraction	diffraction	1 
connoifsances	connaissances	1 
acquifes	acquises	1 
devoit	devait	1 
fes	fes	1 
majefté	majesté	1 
répandoit	répandit	1 
perfonne	personne	1 
infpiroit	inspirait	1 
voyoient	voyaient	1 
defir	defir	1 
conclufîon	conclutîon	1 
pof«	of«	1 
s’étoit	s’étoit	1 
tablifsant	tablissant	1 
raifonnable	raisonnable	1 
fur	fur	1 
impreflion	impression	1 
refpeit	respect	1 
fouvenir	souvenir	1 
ilre	lire	1 
luftre	lustre	1 
fe	fe	1 
enfevelies	ensevelies	1 
préfente	préfente	1 
efprits"	esprits"	1 
jufqu’ànous	jusqu’ànous	1 
perfonne	personne	1 
fages	fages	1 
fuivi	suivi	1 
tranfmis	transmis	1 
d’enftignements	d’enseignements	1 
s’eft	s’est	1 
poftérité	postérité	1 
jouifsent	jouissent	1 
établifsements	établissements	1 
loix	loix	1 
inftitutions	institutions	1 
iiluftres	illustres	1 
ainfi	ainsi	1 
chofes	choses	1 
i’ac-	i’ac-	1 
pourrois	pourrons	1 
eft	eft	1 
c’eft	c’est	1 
foimême	foisême	1 
infpirer	inspirer	1 
fenttment	sentiment	1 
nge	nge	1 
faufseté	fausseté	1 
fource	force	1 
n’ofcnt	n’ont	1 
fe	fe	1 
lorfqu’un	lorsqu’un	1 
raifonnable	raisonnable	1 
fociales	sociales	1 
defquels	desquels	1 
curiofité	curiosité	1 
improbation	approbation	1 
ofent	osent	1 
afpirer	aspirer	1 
confidération	considération	1 
bannifsent	bannifsent	1 
cceur	coeur	1 
naifsent	naissent	1 
c’eft	c’est	1 
l’accefsoire	l’accessoire	1 
jurifprudence	jurisprudence	1 
juftice	justice	1 
tfun-tfée	fun-tfée	1 
expliquoit	expliquait	1 
fur	fur	1 
connoifsance	connaissance	1 
connoître	connoître	1 
chofes	choses	1 
s’eft	s’est	1 
fubftituées	substituées	1 
paroifsent	produisent	1 
fens	fens	1 
l’efprit	l’esprit	1 
fon	fon	1 
difpofitions	dispositions	1 
hait	hait	2 
fuit	fuit	1 
hait	hait	2 
fon	fon	1 
fe	fe	1 
fuffit	suffit	1 
méprifes	méprises	1 
illufions	illusions	1 
fur	fur	1 
fource	force	1 
déguifement	déguisement	1 
l’impofiure	l’imposture	1 
ainli	ainsi	1 
fatisfaétion	faisantétion	1 
faufseté	fausseté	1 
gkand’ê	grand’ê	1 
scrtncl	scrutin	1 
n’eft	n’est	1 
eft	eft	1 
fe	fe	2 
efpece	efpece	1 
folitude	solitude	1 
fe	fe	2 
fouvent	fouvent	1 
fur	fur	1 
feul	seul	1 
connoître	connoître	1 
déguifement	déguisement	1 
diflîmulation	diffîmulation	1 
fincéritélaplus	fincéritélapsus	1 
eft	eft	1 
ainfi	ainsi	1 
efpece	efpece	1 
préfomptueux	présomptueux	1 
qu’infenfés	qu’infectés	1 
lorfqu’ils	lorsqu’ils	1 
feuls	seuls	1 
agifsent	agissent	1 
fe	fe	1 
refufent	refusent	1 
phyfionomie	physionomie	1 
refsources	ressources	1 
efl	el	1 
affeftionde	affectionne	1 
fon	fon	1 
fa	fa	1 
fes	fes	1 
expreffions	expressions	1 
connoît	connoît	1 
chofes	choses	1 
efsence	essence	1 
liaifons	liaisons	1 
faufses	fausses	1 
lefquelles	lesquelles	1 
cefse	cesse	1 
fentiment	sentiment	1 
puifse	puisse	1 
perfonne	personne	1 
fe	fe	2 
pafse	passe	1 
fe	fe	2 
fentiment	sentiment	1 
foit	fait	1 
manifefte	manifeste	1 
obfervent	observent	1 
puifque	puisque	1 
fur	fur	3 
fes	fes	1 
foient	soient	1 
femble	semble	1 
s’obferver	s’observer	1 
fur	fur	3 
fur	fur	3 
fourds	lourds	1 
fur	fur	1 
l’expreffion	l’expression	1 
fa	fa	1 
maifon	maison	1 
fes	fes	1 
averfion	aversion	1 
ainli	ainsi	1 
chofe	chose	1 
l’averfion	l’aversion	1 
eft	eft	1 
fes	fes	1 
fa	fa	1 
lorfque	lorsque	1 
triftefse	tristesse	1 
impofent	imposent	1 
laraifon	paration	1 
abfolument	absolument	1 
ufagelégitime	usageégitime	1 
ainfi	ainsi	1 
fe	fe	1 
fe	fe	1 
conferver	conserver	1 
fon	fon	1 
repréfenter	représenter	1 
eft	eft	1 
lagrande	lagrange	1 
ainfi	ainsi	1 
foit	fait	1 
paflîons	paulîons	1 
lorfque	lorsque	1 
tumultueufes	tumultueufes	1 
domter	douter	1 
eft	eft	2 
défordre	déordre	1 
l’organifation	l’organisation	1 
eft	eft	2 
difeerne	difeerne	1 
eij	ei	1 
fondrions	fonctions	1 
fa	fa	1 
maifon	maison	1 
lorfque	lorsque	1 
fes	fes	1 
lorfqu’un	lorsqu’un	1 
fes	fes	1 
fa	fa	2 
fa	fa	2 
maifon	maison	1 
difcipline	discipline	1 
fignifie	signifie	1 
eft	eft	1 
domeftique	domestique	1 
fe	fe	1 
fuggeftions	suggestions	1 
fentiment	sentiment	1 
fentimcnts	sentiments	1 
raifon	raison	1 
refpecl	respect	1 
commifération	commisération	1 
prefque	presque	1 
blâme	blâme	1 
fe	fe	1 
afsuré	assuré	1 
raifonnable	raisonnable	1 
chofe	chose	1 
efl	el	1 
mauvaife	mauvaise	1 
méprifable	méprisable	1 
prefque	presque	1 
perfonneneconnoîtles	perfonneneconnoîtles	1 
configné	confiné	1 
iij	ii	1 
connoît	connoît	1 
fon	fon	1 
richefse	richesse	1 
fur	fur	2 
tendrefse	tendresse	1 
fur	fur	2 
royau«	royal«	1 
maifon	maison	1 
difeipline	discipline	1 
domeftique	domestique	1 
eft	eft	1 
maifon	maison	1 
scîïncï	scîïncï	1 
rj	rj	1 
inftruire	instruire	1 
fon	fon	4 
maifon	maison	2 
fortir	sortir	1 
fon	fon	4 
fon	fon	4 
n’eft	n’est	1 
fouverain	souverain	2 
eft	eft	2 
perede	perde	1 
eft	eft	2 
maifon	maison	2 
fujets	sujets	1 
fouverain	souverain	2 
l’obéifsance	l’obéissance	1 
fon	fon	4 
